Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
,Creating Q*bert,Warren Davis,,,1595801057,9781595801050,4.5,,Santa Monica Press,Hardcover,280,2022/02/24,,,,read,,read,"Ho comprato il libro di Warren Davis al primo giorno di GDC, nel negozio della fiera, perché (1) mi attirava da un pezzo, c’avevo voglia, e (2) un paio di giorni dopo avrei dovuto intervistarlo e, certo, non avrei fatto in tempo a leggermelo tutto ma magari saltellando di qua e di là avrei trovato spunti interessanti di cui chiacchierare. Cosa che è effettivamente accaduta. Poi il libro l’ho letto tutto ed è una delizia, parla con la stessa voce gioviale e accattivante con cui parla lui di persona e racconta una valanga di aneddoti sparsi lungo tutta la sua carriera, che parte (più o meno) da Q*Bert ma va molto più in là. Bello.",,,1,1
,Paddington Abroad,Michael Bond,,,0006753450,9780006753452,4,,HarperCollins Publishers,Paperback,144,1998/02/27,,,,read,,read,"Il quarto libro di Paddington scopre la narrazione orizzontale e, pur mantenendo una divisione in capitoli relativamente episodici, racconta un’unica storia, che è poi quella della prima vacanza all’estero per Paddington e famiglia acquisita. Meglio? Peggio? Non saprei. So però che ci siamo divertiti parecchio, anche perché la vacanza è in Francia, cosa che mi ha permesso di esibirmi in un improbabile inglese con accento francese quando davo voce ai personaggi “locali”.",,,1,1
,"The Magic Folk Collection: ""A Book of Pixie Stories"", ""The Book of Fairies"", ""The Book of Brownies""",Enid Blyton,,,1405257571,9781405257572,4,,Egmont Childrens Books,Paperback,528,2011/04/04,,,,read,,read,"The Magic Folk Collection è una raccoltona di Enid Blyton che mette assieme tre volumi diversi in un unico tomo. I primi due, A Book of Pixie Stories e The Book of Fairies, sono antologie di storie dalla lunghezza variabile (mediamente più brevi nel primo e più lunghe nel secondo) dedicate a fate, folletti e creature magiche assortite. Le storie sono tantissime e chiaramente la qualità sale e scende, ma nel complesso è una lettura piacevole e che ci ha divertito, oltretutto per sua natura agile e modulare nell’adattarsi alle esigenze della serata. È stato per esempio ottimo che fosse il libro in corso quando, in serata sleepover, ne abbiamo letto una storia tutti assieme senza dover fare premesse di continuity. Il terzo libro, The Book of Brownies, è invece una lunga storia unica su più capitoli che racconta le vicende di tre folletti impegnati in un’avventura fuori di testa per rimediare ai danni fatti con le loro decisioni da sciamannati. Il cambio di paradigma ci sta benissimo, perché dopo aver letto i primi due libri ne hai le palle piene delle storielle brevi, e The Book of Brownies è proprio divertente (anche se va detto che ricicla un paio di situazioni dai libri precedenti). Ah, ho provato a far ricerche ma non ho proprio capito se siano disponibili in italiano. Boh?",,,1,1
,A Race Against Time,Carolyn Keene,,,0448479699,9780448479699,,,Simon and Schuster,,160,2012/04/24,,,,to-read,,to-read,,,,0,0
,Tant que le café est encore chaud,Toshikazu Kawaguchi,,,2253940925,9782253940920,,,Livre de Poche,Paperback,240,2022/07/14,,,,to-read,,to-read,,,,0,0
,La Légende Dreamcast,,,,2371881414,9782371881419,,,Editions Pix'n Love,Hardcover,416,2022/10/31,,,,to-read,,to-read,,,,0,0
,Storia di chi fugge e di chi resta. Tempo di mezzo,Elena Ferrante,,,8866324116,9788866324119,5,,E/O,Paperback,382,2013/10/30,,,,read,,read,"Ho letto il secondo libro de L’amica geniale nel 2019 e m’aveva messo addosso una gran voglia di andare avanti. Quindi, giustamente, ho aspettato il 2023 per leggere il terzo. E che ci dobbiamo fare? Comunque, la cosa sorprendente è quanto mi sono trovato a casa pur non ricordandomi quasi nulla, al di là di qualche dettaglio sulle due protagoniste. Ho trovato proprio quel piacere della serialità migliore nel farti sentire a tuo agio e chi se ne frega se non hai più troppo presente chi siano Sarratore, i Solara e i Carracci. La confusione svanisce in fretta, Ferrante è bravissima a rinfrescarti la memoria con due parole mai forzate ogni volta che appare un personaggio e nel giro di qualche pagina sei di nuovo lì immerso a leggere questa storia che scorre via come acqua fresca. Ho una gran voglia di leggere il quarto volume, quindi lo farò nel 2027.",,,1,1
,Like a Hurricane,Matt Leone,,,0500025932,9780500025932,,,Thames & Hudson,Hardcover,480,2023/01/17,,,,to-read,,to-read,,,,0,0
,Wanderlust,Rebecca Solnit,,,178378735X,9781783787357,,,Granta,Paperback,352,2022/07/07,,,,to-read,,to-read,,,,0,0
,Jane Eyre,Charlotte Brontë,,,0007350805,9780007350803,,,HarperPress (Collins Classics),Paperback,490,2010/04/01,,,,to-read,,to-read,,,,0,0
,Lush Life,Richard Price,,,0747596778,9780747596776,,,Bloomsbury Publishing PLC,Paperback,464,2009/07/06,,,,to-read,,to-read,,,,0,0
,Chrono Trigger,Michael P. Williams,,,1940535018,9781940535012,4,,Boss Fight Books,Paperback,192,2014/04/01,,,,read,,read,"I libri della collana Boss Fight Books si incentrano su un approccio critico molto personale e che può cambiare molto da caso a caso. Questo su Chrono Trigger filtra la rilettura del gioco attraverso l'esperienza dell'autore in Giappone, il suo rapporto con la vita da immigrato e - inevitabilmente - il ricordo dell'innamoramento nei confronti di Chrono Trigger ai tempi in cui ci giocò quasi trent'anni fa. Ne viene fuori un'analisi magari non omnicomprensiva ma sicuramente interessante nelle chiavi di lettura che offre su vari aspetti del gioco, dalle scelte di localizzazione all'identità dei personaggi, passando per l'approccio ai paradossi temporali, quello alla sessualità e molto altro.",,,1,1
,La casa sull'abisso,William Hope Hodgson,,,8879833561,9788879833561,,,Newton - Compagnia del Fantastico,Paperback,91,1994/01/15,,,,to-read,,to-read,,,,0,0
,La mano sinistra delle tenebre,Ursula K. Le Guin,,,8842903620,9788842903628,,,Nord,Paperback,269,1984/09/01,,,,to-read,,to-read,,,,0,0
,Campo di battaglia,Carolina Capria,,,,9791280263209,,,Effequ,Paperback,181,2021/11/24,,,,to-read,,to-read,,,,0,0
,Pachinko,Min Jin Lee,,,1786691345,9781786691347,5,,Head of Zeus,eBook,608,2017/02/23,,,,read,,read,"Quasi un secolo di storia della Corea (o, meglio, del popolo coreano) visto attraverso lo sguardo di una famiglia che vive la brutalità del sentirsi sempre fuori posto, poco importa se sia nella Corea invasa dai Giapponesi, in Giappone o nei magici iuessei. Un bel libro, appassionante e toccante, che in certe cose mi ha ricordato L'amica geniale, anche se poi è molto diverso nello stile di scrittura e nell'approccio alla narrazione. No comment sul titolo italiano che proprio boh.",,,1,1
,The Faraway Nearby,Rebecca Solnit,,,1847085121,9781847085122,,,Granta,Paperback,272,2014/05/01,,,,to-read,,to-read,,,,0,0
,White Teeth,Zadie Smith,,,0375703861,9780375703867,,,Vintage Books USA,Paperback,464,2001/06/12,,,,to-read,,to-read,,,,0,0
,The Song of Achilles,Madeline Miller,,,0062060627,9780062060624,,,Ecco Press,Paperback,378,2012/08/28,,,,to-read,,to-read,,,,0,0
,The Hobbit: Gift Pack,J.R.R. Tolkien,,,0007105096,9780007105090,5,,HarperCollins Publishers,Hardcover,320,2000/09/09,,,,read,,read,"Beh, che bellezza. Non avevo mai letto Lo hobbit e farlo leggendolo a mia figlia (che, di contro, se l'era fatto leggere in italiano da mamma due o tre anni fa) è stato proprio piacevole. Abbiamo impiegato mesi ma ci siamo goduti l'avventura, chiacchierandone e appassionandoci alle vicende, davvero ben costruite e tutto sommato meno distanti di quanto mi aspettassi dal tono e dalla complessità di quel che verrà dopo. E adesso mia figlia vorrebbe che le leggessi Il signore degli anelli ma quello l'ho già letto e secondo me non siamo pronti. Né io, né lei.",,,1,1
,The Vicar of Nibbleswicke,Roald Dahl,,,014036837X,9780140368376,5,,Puffin Books,Paperback,48,1994/05/01,,,,read,,read,"Fa parte delle storie brevi di Dahl, quelle divertenti e fuori di testa, ed è delizioso. Forse il suo libro più divertente in senso stretto, io e mia figlia ci siamo proprio fatti delle gran risate. In più ha un bel modo leggero di parlare di dislessia, cosa che magari, nel 1991, non si faceva poi molto. Non invidio chi ha dovuto inventarsi come tradurlo in italiano, fatico a immaginare come non si possano perdere certi giochi linguistici, semplici semplici ma proprio belli.",,,1,1
,Du désir au plaisir sexuel,Christophe Marx,,,2212559690,9782212559699,,,Eyrolles,Softcover,184,2014/05/27,,,,to-read,,to-read,,,,0,0
,Billy and the Minpins,Roald Dahl,,,0141377526,9780141377520,5,,Puffin,Paperback,128,2018/01/01,,,,read,,read,Il Roald Dahl fuori di testa che si inventa mondi in un metro quadro e li popola di follie buffe e spaventose.,,,1,1
,The Marvellous Land of Oz,L. Frank Baum,,,,9798721371011,,,Independently published,Paperback,204,2021/03/13,,,,to-read,,to-read,,,,0,0
,The Trouble With Peace,Joe Abercrombie,,,0575095946,9780575095946,,,Gollancz,Paperback,560,2021/05/13,,,,to-read,,to-read,,,,0,0
,"The Wonderful Story of Henry Sugar, and Six More",Roald Dahl,,,0141304707,9780141304700,4,,Penguin Books Australia,Paperback,225,1999/12/02,,,,read,,read,"Ho letto con mia figlia la prima storia, quella della tartaruga, ma il resto da solo, perché obiettivamente questo è uno dei libri di Dahl non adatti ai bambini (a parte appunto la prima storia) e lei per prima non ne era molto attratta. E, beh, è una bella raccolta, magari altalenante come è normale per le raccolte, specie poi quando come in questo caso vanno a pescare da diversi periodi nella carriera dello scrittore, ma piena di idee interessanti e sempre piena della personalità che Dahl infilava nella sua scrittura. Sono curioso di vedere cosa Wes Anderson tirerà fuori dalla storia di Henry Sugar.",,,1,1
,Fiabe italiane,Italo Calvino,,,8804682973,9788804682974,,,Mondadori,Paperback,1015,2017/09/08,,,,to-read,,to-read,,,,0,0
,L'anno del giardiniere,Karel Capek,,,8838923418,9788838923418,4,,Sellerio Editore Palermo,Paperback,193,2008/11/20,,,,read,,read,"Una bella presa in giro, amorevole e leggiadra, dell'attività di giardiniere, delle sue convenzioni, abitudini e ripetizioni.",,,1,1
,Bedwetting and Accidents Aren't Your Fault,Steve Hodges,,,0990877469,9780990877462,,,O'Regan Press,Paperback,40,2017/01/01,,,,to-read,,to-read,,,,0,0
,The M.O.P. Book: Anthology Edition,Steve Hodges,,,1735804444,9781735804446,4.5,,O'Regan Press,Paperback,164,2020/01/01,,,,read,,read,"Espone in maniera chiara, semplice, comprensibile e pratica il metodo e le varie procedure, ma elargisce anche un sacco di consigli utili ""tangenti"", al punto che per il momento non abbiamo ancora provato a usare il metodo completo perché sembrano funzionare alcune sue componenti. Comunque un testo decisamente utile, anche confortante.",,,1,1
,Esio Trot,Roald Dahl,,,0142413828,9780142413821,4,,Penguin,Others,,0101/01/01,,,,read,,read,La storia è gradevole e simpatica come sempre ma devo dire che l'idea di un tizio che convince una donna a sposarlo con l'inganno non è invecchiata benissimo.,,,1,1
,The Twits,Roald Dahl,,,014241039X,9780142410394,4,,Penguin Books Ltd,Paperback,76,2007/08/16,,,,read,,read,"Il Dahl più bizzarro, fuori di testa e cattivo. Divertente.",,,1,1
,Through the Moongate. The story of Richard Garriott vol.2,Andrea Contato,,,8894406539,9788894406535,4.5,,G. De Gasperini,Paperback,288,2021/05/31,,,,read,,read,"Un bel racconto, ricco, dettagliato e pieno di contributi da parte di chi c'era e che offre spunti e aneddoti ficcanti, sulla carriera di uno fra i più importanti e significativi sviluppatori di videogiochi (e non solo) di sempre.",,,1,1
,Comme un million de papillons noirs,Laura Nsafou,,,2366243529,9782366243529,,,Cambourakis (Sorcières),Paperback,30,2018/01/01,,,,to-read,,to-read,,,,0,0
,"Through the Moongate. The story of Richard Garriott, Origin Systems Inc. and Ultima. Vol. 1: From Akalabeth to Ultima VI",Andrea Contato,,,8894406512,9788894406511,4.5,,G. De Gasperini,Board Book,224,2019/06/30,,,,read,,read,"Il libro racconta la vita e la carriera di Richard Garriott, tratteggiando inevitabilmente anche la storia di Origin Systems, di Ultima e di una certa fetta del settore dei videogiochi dai primissimi anni Ottanta in poi. Approfondito, interessante, ricco di dettagli, imperdibile per chi ama questo genere di opere.",,,1,1
,Danny the Champion of the World,Roald Dahl,,,0142410330,9780142410332,4.5,,Penguin Books Ltd,Paperback,202,2007/08/16,,,,read,,read,"Ci abbiamo messo un secolo a finire di leggerlo perché il tono a tratti lievemente più adulto del solito metteva in difficoltà mia figlia. E in particolare si è molto risentita per la parte in cui il padre cade nel fosso e si rompe una gamba. Siamo però arrivati in fondo ed è un bel libro, con un racconto coinvolgente e un bello spirito, anche se manca ovviamente la fantasia delle storie più surreali di Dahl.",,,1,1
,The Manningtree Witches,A. K. Blakemore,,,1783786434,9781783786435,,,Granta,Hardcover,304,2021/03/04,,,,to-read,,to-read,,,,0,0
,City Of Thieves,David Benioff,,,0452295297,9780452295292,4.5,,Plume Books,Paperback,258,2009/04/01,,,,read,,read,"Uno sguardo affascinante sulla Seconda Guerra Mondiale vista dall'occhio della gente comune russa sotto formo di una storia di genere appassionante, ricca di spunti, dallo sviluppo solo all'apparenza prevedibile, che sa emozionare fino all'ultimo divertendo, commovendo, spaventando. ",,,1,1
,The Giraffe and the Pelly and Me,Roald Dahl,,,0141365439,9780141365435,4.5,,Puffin,Paperback,96,2016/02/11,,,,read,,read,"Questa cosa che a un certo punto Dahl ha iniziato a infilare accenni che collegavano i vari libri mi fa morire. Quando qui viene menzionata la fabbrica di Willy Wonka, mia figlia si è gasata. Comunque il libro è delizioso: come spesso accade alle storie brevi di Dahl, è divertente, fantasioso, piacevolissimo.",,,1,1
,"Itchy, Tasty",Alex Aniel,,,1783529482,9781783529483,4,,Unbound,Hardcover,288,2021/01/01,,,,read,,read,"Un bel dietro le quinte su dieci anni di una fra le serie più importanti del videogioco contemporaneo, molto interessante per alcuni aneddoti per i contributi dei vari sviluppatori intervistati (ci sono tutti i più importanti, da Tokuro Fujiwara in su), anche se la scrittura non è particolarmente brillante o ricca di spunti.",,,1,1
,Raising Girls,Gisela Preuschoff,,Steve Biddulph,1587612550,9781587612558,,,Celestial Arts,Paperback,204,2006/02/07,,,,to-read,,to-read,,,,0,0
,The Bones of Grace,Tahmima Anam,,,1847679781,9781847679789,,,Canongate Books,Paperback,432,2017/02/02,,,,to-read,,to-read,,,,0,0
,Luster,Raven Leilani,,,1529035996,9781529035995,,,Picador,Paperback,227,2020/08/01,,,,to-read,,to-read,,,,0,0
,Romans,Patrick Modiano,,,2072917751,9782072917752,,,Gallimard (Quarto),Paperback,1088,2020/11/05,,,,to-read,,to-read,,,,0,0
,Charlie and the Great Glass Elevator,Roald Dahl,,,0142410322,9780142410325,5,,Penguin Putnam Inc,Paperback,159,2007/09/29,,,,read,,read,"Prima di cominciarlo mi chiedevo come mai non ne avessero tratto un film, poi sono arrivato a un terzo del libro, quando improvvisamente diventa Aliens - Scontro finale, e ho capito. Seguito super ambizioso, decisamente più adulto nella complessità, nello stile, nell'umorismo e in certi passaggi abbastanza cupi, è un libro completamente fuori di testa, scritto dal Dahl più folle e sregolato. Ed è delizioso. Ci abbiamo messo un po' a finirlo perché sulle prime mia figlia era abbastanza spiazzata e ha voluto interrompere, ma dopo una pausa di qualche tempo ha deciso di proseguire e si è appassionata. E sì, è comprensibile che non sia mai stato tratto un film da un libro così folle, specie poi considerando che sarebbe complesso venderlo come seguito de La fabbrica di cioccolato e che, oltretutto, richiederebbe un budget considerevole, per quel che racconta. Secondo me a Tim Burton, che del resto ha diretto il remake del primo, piacerebbe tantissimo adattare questo. E in fondo, in una certa misura, l'ha già ""usato"" in Mars Attacks che, fra il presidente imbecille, gli alieni buffi ma letali e l'umorismo surreale, sembra un po' un adattamento della parte centrale di questo libro.",,,1,1
,Game Boy,,,,1838019138,9781838019136,4.5,,Bitmap Books,Hardcover,372,2020/12/01,,,,read,,read,"Un'altra splendida raccolta, da sfogliare, consultare e leggere, visivamente splendida, dalla confezione eccellente e comunque interessante anche dal punto di vista dei contenuti scritti. Particolarmente apprezzabile la selezione di immagini a corredo delle copertine (adoro le schermate dei titoli di testa), fa forse un po' sorridere che spesso le copertine vengano criticate e descritte come brutte, ma suppongo la selezione sia anche figlia del materiale disponibile.",,,1,1
,Il più grande uomo scimmia del Pleistocene,Roy Lewis,,,8845915913,9788845915918,3,,Adelphi,Paperback,178,2001/01/24,,,,read,,read,,,,1,1
,Horror Cinema,Jonathan Penner,,,3822831522,9783822831526,,,Taschen America Llc,Hardcover,192,2008/12/01,,,,to-read,,to-read,,,,0,0
,Sette giorni a Dakar,Massimo Giannini,,Luca Macchiavelli,8878760021,9788878760028,,,Ediarco,Paperback,160,2004/01/01,,,,to-read,,to-read,,,,0,0
,Rwanda,Roberto Mauri,,,887876017X,9788878760172,,,Ediarco,Paperback,88,2005/01,,,,to-read,,to-read,,,,0,0
,Sinonimi e contrari,Giuseppe Pittàno,,,8808030709,9788808030702,,,Zanichelli,Hardcover,864,1987/12,,,,to-read,,to-read,,,,0,0
,Il velocifero,Luigi Santucci,,,8804471328,9788804471325,,,Mondadori,Others,432,1999/05/01,,,,to-read,,to-read,,,,0,0
,I fiori del male,Charles Baudelaire,,,8804225602,9788804225607,,,Mondadori,Mass Market Paperback,208,1988/04/01,,,,to-read,,to-read,,,,0,0
,Il secolo cinese,Federico Rampini,,,8804554150,9788804554158,,,Mondadori,Paperback,350,2006/04/11,,,,to-read,,to-read,,,,0,0
,Spingendo la notte più in là,Mario Calabresi,,,8804580445,9788804580447,,,Mondadori,Paperback,125,2009/05/05,,,,to-read,,to-read,,,,0,0
,La famosa invasione degli orsi in Sicilia,Dino Buzzati,,,880420981X,9788804209812,3,,Arnoldo Mondadori (Letture per la scuola media),Paperback,173,1982/01/01,,,,to-read,,to-read,,,,0,0
,The Art of Guild Wars 2,,,,0578026988,9780578026985,,,,Others,100,2009/01/01,,,,to-read,,to-read,,,,0,0
,L'amuleto di Samarcanda,Jonathan Stroud,,,8884513014,9788884513014,,,Salani,Hardcover,449,2004/04/22,,,,to-read,,to-read,,,,0,0
,La freccia nera,Robert Louis Stevenson,,,8821120163,9788821120169,,,Marietti,Paperback,,1985/01/01,,,,to-read,,to-read,,,,0,0
,Harry Potter e il Calice di Fuoco,J. K. Rowling,,,888451049X,9788884510495,3,,Salani,Hardcover,627,2001/01/01,,,,to-read,,to-read,,,,0,0
,Push,Sapphire,,Ramona Lofton,0679766758,9780679766759,,,Vintage,Paperback,192,1997/04/29,,,,to-read,,to-read,,,,0,0
,Shutter Island Tie-In,Dennis Lehane,,,0061807400,9780061807404,,,William Morrow & Company,Paperback,400,2009/08/25,,,,to-read,,to-read,,,,0,0
,TimeOut - Tokyo,,,,8848119239,9788848119238,4,,Tecniche Nuove,Paperback,320,2006/05/04,,,,to-read,,to-read,,,,0,0
,Guerre stellari: Un amore per la principessa,Dave Wolverton,,,8820020513,9788820020514,2,,Sperling & Kupfer,Paperback,352,1995/10/01,,,,to-read,,to-read,,,,0,0
,Il colore della magia,Terry Pratchett,,,8878182672,9788878182677,4,,TEA,Paperback,174,1998/02/20,,,,to-read,,to-read,,,,0,0
,L'anno dell'uragano,Joe R. Lansdale,,,8834710290,9788834710296,5,,Fanucci,Paperback,160,2004/01/01,,,,to-read,,to-read,,,,0,0
,Che fine ha fatto Mr Y?,Scarlett Thomas,,,885411099X,9788854110991,3,,Newton Compton Editori,Hardcover,379,2008/01/10,,,,read,,read,,,,1,1
,Dellamorte Dellamore,Tiziano Sclavi,,,8877671254,9788877671257,3,,Camunia,Paperback,169,1991/01/01,,,,to-read,,to-read,,,,0,0
,Star Trek: Il Ritorno,William Shatner,,,8834705424,9788834705421,3,,Fanucci,Mass Market Paperback,442,1996/01/01,,,,to-read,,to-read,,,,0,0
,Quarantanove canti degli indiani d'America,,,,8804419849,9788804419846,3,,Mondadori,Paperback,64,1997/07,,,,to-read,,to-read,,,,0,0
,Spider,Patrick McGrath,,,8846203011,9788846203014,3,,RL Libri,Others,224,2003/10,,,,to-read,,to-read,,,,0,0
,La notte del drive-in 3,Joe R. Lansdale,,,8806175866,9788806175863,3,,Einaudi,Paperback,232,2008/02/12,,,,read,,read,,,,1,1
,4C L-side,桂正和,,,4087827623,9784087827620,3,,集英社,Paperback,83,1998/08/01,,,,to-read,,to-read,,,,0,0
,Animal Farm,George Orwell,,,0140126708,9780140126709,,,Penguin Books,Paperback,95,1992/11/01,,,,to-read,,to-read,,,,0,0
,Pride and Prejudice,Jane Austen,,,0141439513,9780141439518,4,,Penguin Classics,Paperback,435,2002/12/31,,,,read,,read,,,,1,1
,Revolutionary Road,Richard Yates,,,0413757102,9780413757104,5,,Methuen,Paperback,346,2001/02/01,,,,read,,read,,,,1,1
,The New York Trilogy,Paul Auster,,,0143039830,9780143039839,,,Penguin Books Ltd,Paperback,308,2006/03/28,,,,to-read,,to-read,,,,0,0
,Sol levante,Michael Crichton,,,881166098X,9788811660989,3,,Garzanti,Hardcover,416,1995/04/01,,,,to-read,,to-read,,,,0,0
,Tokyo Blues,Haruki Murakami,,,8807813041,9788807813047,,,Feltrinelli,Mass Market Paperback,336,2003/01/01,,,,to-read,,to-read,,,,0,0
,Atlas Shrugged,Ayn Rand,,,0141188936,9780141188935,,,Penguin,Paperback,1168,2007/02/01,,,,to-read,,to-read,,,,0,0
,La storia infinita,Michael Ende,,,8830400297,9788830400290,4,,Longanesi,Hardcover,446,1981/10/21,,,,to-read,,to-read,,,,0,0
,Il nome della rosa,Umberto Eco,,,8846200020,9788846200020,,,RL Libri,Paperback,544,1997/01,,,,to-read,,to-read,,,,0,0
,It,Stephen King,,,8878240818,9788878240810,4,,"Sperling Paperback (Superbestseller, 69)",Paperback,1248,1990/02/23,,,,to-read,,to-read,,,,0,0
,Cell,Stephen King,,,8820040646,9788820040642,3,,Sperling & Kupfer,Hardcover,503,2006/03/28,,,,to-read,,to-read,,,,0,0
,Harry Potter e il prigioniero di Azkaban,J. K. Rowling,,,8877828528,9788877828521,4,,Salani,Hardcover,366,2000/01/01,,,,to-read,,to-read,,,,0,0
,Harry Potter e la camera dei segreti,J. K. Rowling,,,8877827033,9788877827036,4,,Salani,Hardcover,307,1999/01/01,,,,to-read,,to-read,,,,0,0
,Il ritratto di Dorian Gray,Oscar Wilde,,,8807820110,9788807820113,,,Feltrinelli,Paperback,264,2009/03/02,,,,to-read,,to-read,,,,0,0
,Stagioni diverse,Stephen King,,,8878240486,9788878240483,4,,Sperling & Kupfer,Paperback,588,1998/02/17,,,,to-read,,to-read,,,,0,0
,Lo strano caso del cane ucciso a mezzanotte,Mark Haddon,,,8806166484,9788806166489,,,Einaudi,Hardcover,247,2003/09/30,,,,to-read,,to-read,,,,0,0
,Il Talismano,Peter Straub,,Stephen King,8804492074,9788804492078,,,Mondadori,Mass Market Paperback,938,2001/01,,,,to-read,,to-read,,,,0,0
,Il Silmarillion,John R. R. Tolkien,,,8846202473,9788846202475,,,RL Libri,Mass Market Paperback,464,2002/08,,,,to-read,,to-read,,,,0,0
,Misery,Stephen King,,,8878241326,9788878241329,3,,Sperling & Kupfer,Mass Market Paperback,392,1991/01/10,,,,to-read,,to-read,,,,0,0
,Quattro dopo mezzanotte,Stephen King,,,8820011395,9788820011390,3,,Sperling & Kupfer,Hardcover,848,1991/03,,,,to-read,,to-read,,,,0,0
,Ossessione,Stephen King,,,8845215989,9788845215988,3,,Bompiani,Paperback,233,1989/11/01,,,,to-read,,to-read,,,,0,0
,La svastica sul sole,Philip K. Dick,,,883471007X,9788834710074,,,Fanucci,Paperback,381,2004/01/01,,,,to-read,,to-read,,,,0,0
,Cuori in Atlantide,Stephen King,,,8804503920,9788804503927,,,Mondadori,Paperback,669,2001/11/01,,,,to-read,,to-read,,,,0,0
,Jurassic Park,Michael Crichton,,,8811661021,9788811661023,3,,Garzanti,Hardcover,488,1990/12,,,,to-read,,to-read,,,,0,0
,Sly,Banana Yoshimoto,,,8807701030,9788807701030,,,Feltrinelli,Others,136,1998/12/03,,,,to-read,,to-read,,,,0,0
,Le notti di Salem,Stephen King,,,8845202291,9788845202292,5,,Bompiani,Mass Market Paperback,441,1988/01/01,,,,to-read,,to-read,,,,0,0
,Everville,Clive Barker,,,8845408124,9788845408120,,,Sonzogno,Hardcover,630,1995/09,,,,to-read,,to-read,,,,0,0
,Le avventure di Alice nel paese delle meraviglie e Al di là dello specchio,Lewis Carroll,,,8806181335,9788806181338,,,Einaudi,Paperback,238,2006/01/25,,,,to-read,,to-read,,,,0,0
,Andromeda,Michael Crichton,,,8846200195,9788846200198,4,,SuperPocket,Paperback,338,1997/02/01,,,,to-read,,to-read,,,,0,0
,Mangiatori di morte,Michael Crichton,,,887818425X,9788878184251,3,,TEA,Others,173,1998/09,,,,to-read,,to-read,,,,0,0
,Paddington Helps Out,Michael Bond,,,0006753442,9780006753445,4,,HarperCollins Publishers,Paperback,144,1997/09/30,,,,read,,read,"Arrivati al terzo libro, mi sento di dire che Paddington è un po' come quelle sit-com di una volta che ti accoglievano sempre e comunque, in qualunque momento arrivassi, perché tanto non cambiava mai nulla ed era sempre bellissimo. C'è in realtà una lieve differenza ed è data dall'elemento tematico: in Paddington Helps Out/Paddington il pasticcione, gli episodi sono tutti dedicati a Paddington che va a combinare casini deliranti fuori da casa, con delle disavventure in cucina a fare da intermezzo. Che bellezza.",,,1,1
,I miei giorni alla libreria Morisaki,Satoshi Yagisawa,,,8807034948,9788807034947,4,,Feltrinelli,Paperback,160,2022/06/07,,,,read,,read,"Ho comprato I miei giorni alla libreria Morisaki un po' a caso, scartabellando in libreria a Levanto l'estate scorsa, e volendo, l'averlo fatto è un po' in tema con le cose di cui parla il romanzo. Che, come molti ""casi"" letterari, non è magari all'altezza delle aspettative che ti genera la fascetta con scritto ""L'HANNO LETTO A MILIARDI, CI STA PURE UN FILM, COMPRALO"" ma è un romanzo gradevole a base di crescita personale, forte soprattutto di un'ambientazione accattivante, personaggi azzeccati e, in generale, quell'atmosfera da vita quotidiana giapponese che fa molto Maison Ikkoku.",,,1,1
,The Road to Oz,L. Frank Baum,,,1782263098,9781782263098,4.5,,Sweet Cherry Publishing,Paperback,168,2016/12/01,,,,read,,read,"Più andiamo avanti e più la serie dei libri di Oz mi sembra l'universo cinematografico Marvel: è affidabile, sai che in ogni episodio ci trovi più o meno la stessa roba, lo stesso genere di idee e sorprese, questo e quel personaggio che torna a salutare. In La strada per Oz, come al solito, ci sono almeno due o tre momenti completamente fuori di testa che valgono il prezzo del biglietto e in più torna a farsi vedere l'unico personaggio che si poteva lecitamente pensare fosse effettivamente morto. Volemose bene, avanti così.",,,1,1
,More About Paddington,Michael Bond,,,0062422766,9780062422767,4,,Harpercollins Childrens Books,Paperback,171,2016/07/12,,,,read,,read,"Il secondo libro di Paddington è uguale al primo libro di Paddington, nel senso che ha la stessa struttura episodica, lo stesso gusto irresistibile per una scrittura che non guarda i bambini dall'alto verso il basso e lo stesso umorismo semplice e delizioso. Toh, ci aggiunge forse solo un pizzico, ma veramente un pizzico, di sviluppo orizzontale. Bellissimo.",,,1,1
,Humankind,Rutger Bregman,,,1408898969,9781408898963,5,,Bloomsbury,eBook,496,2020/05/19,,,,read,,read,"Ho tre cose da dire su Una nuova storia (non cinica) dell’umanità:1. spiega il suo punto di vista in maniera chiara, super leggibile, accattivante, mettendo in fila una lunga serie di fatti dei quali dà ovviamente la sua lettura ma che comunque fatti sono e rimangono. Con me sfondava una porta aperta ma non ha mai inciampato nel farlo;2. l'ho letto in inglese (Humankind: A Hopeful History) perché su Kobo non trovavo l'edizione italiana, ma vedo che c'è su Kindle;3. da adesso, ogni volta che qualcuno mi scassa il cazzo perché un film ha una morale, un setup e/o un finale consolatorio e mi attacca la manfrina che è oggettivamente meglio e di maggiore qualità un film che abbraccia il cinico realismo che dipinge l'animo oscuro che abbiamo dentro e il nichilismo e bla bla bla, la mia risposta non sarà più ""cresci, che 'ste pose fan sorridere a quindici anni e adesso ne hai quaranta"" ma ""se non hai letto Una nuova storia (non cinica) dell’umanità, ho troppo da fare per proseguire con questa conversazione"".",,,1,1
