ISBN,Title,Subtitle,Author,Format,Number of pages,Publisher,Date of publication,Private notes,Comment Title,Comment Content,Reading status,Vote,Tags
9788807700903,Amrita,,Banana Yoshimoto,Paperback,312,Feltrinelli,1998-02-09,,,,,4,
9788887913408,Bubba Ho-Tep,,Joe R. Lansdale,Paperback,96,Magenes,2004-03-xx,,,,,4,
9788806169558,Tramonto e polvere,,Joe R. Lansdale,Paperback,372,Einaudi,2005-04-05,,,,,4,
9788845407031,...E venne chiamata Due Cuori,,Marlo Morgan,Hardcover,222,Sonzogno,1994-10-19,,,,,4,
9788845227905,Mucho mojo,,Joe R. Lansdale,Others,270,Bompiani,1996-07-01,,,,,4,
9788804337515,La Macchina del Tempo - L'isola del dottor Moreau - L'uomo Invisibile,Oscar Fantascienza 89,H.G. Wells,Paperback,436,Mondadori,1990-09-01,,,,,3,
9788879832939,Poesie d'amore,,Hermann Hesse,Hardcover,192,Newton Compton Editori,1995-01,,,,,3,
9788834710180,Atto d'amore,,Joe R. Lansdale,Paperback,254,Fanucci,2004-01-01,,,,,3,
9788806164386,Bad Chili,,Joe R. Lansdale,Paperback,262,Einaudi,2003-04-15,,,,,5,
,Il velocifero,,Luigi Santucci,Paperback,,Mondadori,1990-11-01,,,,,3,
9788804363767,Il momento di uccidere,,John Grisham,Paperback,528,Mondadori,1994-11-02,,,,,3,
9788885008991,Fiabe e storie cinesi,,Moss Roberts,Paperback,280,Arcana,2001-01-16,,,,,,
9788804434788,Dodici atti impuri,,Stefano Disegni,Others,,Mondadori,1997-08,,,,,3,
9781594200359,The Last Season,A Team In Search of Its Soul,Phil Jackson,Hardcover,304,The Penguin Press,2004-10-01,,,,,4,
9788804376569,Viaggio allucinante,,Isaac Asimov,Paperback,224,Mondadori,1993-11-23,,,,,3,
9788804401186,Psycho,,Robert Bloch,Others,,Mondadori,1995-02,,,,,3,
,Ivanhoe,2 volumi,Sir Walter Scott,Paperback,482,Einaudi,1987-01-01,,,,,3,
9788882896713,La città dei vampiri,,Simon Clark,Hardcover,368,Newton Compton Editori,2007-01-01,,,,,3,
9788804516392,Cavallo Pazzo,Storia del capo sioux che vinse a Little Bighorn,Larry McMurtry,Paperback,126,Mondadori,2003-04-29,,,,,4,
9788877823694,La regina dei dannati,,Anne Rice,Others,514,Salani,1995-09-15,,,,,3,
9788879531405,Processo alla Juventus per frode sportiva,,,Paperback,346,Kaos,2004-10-27,,,,,3,
9788804373865,Il rapporto Pelican,,John Grisham,Paperback,406,Mondadori,1993-08-31,,,,,3,
9788830416925,La legge di Murphy del 2000,e altre cose che possono andar male nel nuovo millennio,Arthur Bloch,Paperback,208,Longanesi,1999-11-19,,,,,1,
9788877469342,Trainspotting,,Irvine Welsh,Mass Market Paperback,372,Guanda,1997-08-01,,,,,4,
9788804384380,Il senso di Smilla per la neve,,Peter Høeg,Hardcover,456,Mondadori,1994-09-13,,,,,2,
9788820023102,Guerre Stellari: Il discepolo del lato oscuro,,Kevin J. Anderson,Paperback,304,Sperling & Kupfer,1996-11-xx,,,,,3,
9788811620273,Bla bla bla,,Giuseppe Culicchia,Softcover,132,Garzanti,1997-04,,,,,4,
9788811581352,"Apologia di Socrate­, Critone­, Fedone­, Il convito",,Platone,Paperback,272,Garzanti,1975-01,,,,,4,
9788884906472,Più di un gioco,,"Charley Rosen, Phil Jackson",Paperback,390,Dalai Editore,2004-10-19,,,,,3,
9788886232234,Le anime disegnate,Il pensiero nei cartoon da Disney ai giapponesi,Luca Raffaelli,Others,190,Castelvecchi,2003-07-01,,,,,3,
9788806142292,Il maestro e Margherita,,Michail Bulgakov,Paperback,390,Einaudi (Einaudi Tascabili),1996-10-xx,,,,,4,
9788804480594,Toro Seduto,,Robert M. Utley,Others,468,Mondadori,2000-01-01,,,,,3,
9788811667575,Tutti giù per terra,,Giuseppe Culicchia,Others,136,Garzanti,1996-04-18,,,,,3,
9788804350309,Dalia nera,,James Ellroy,Others,376,Mondadori,1995-09-12,,,,,5,
9788877670267,Tre,,Tiziano Sclavi,Others,184,Camunia,1988-12,,,,,3,
9788886232715,Lettere a Lupo Alberto,La dura realtà dei giovani d'oggi,,Others,146,Castelvecchi,1996-09,,,,,3,
9788880891901,Jack Frusciante è uscito dal gruppo,,Enrico Brizzi,Mass Market Paperback,176,Dalai Editore,1997-01-15,,,,,3,
9788820022037,Guerre stellari: Sulle orme dei cavalieri Jedi,,Kevin J. Anderson,Softcover,306,Sperling & Kupfer,1996-09,,,,,3,
9788879531368,Senza maglia e senza bandiera,Storie pallonare di ieri e di oggi,Carlo Petrini,Paperback,221,Kaos,2004-09-08,,,,,3,
9788830413900,La fisica di Star Trek,,Lawrence M. Krauss,Paperback,224,Longanesi,1996-10-10,,,,,3,
9788804408710,La notte che bruciammo Chrome,,William Gibson,Others,,Mondadori,1995-08,,,,,3,
9788807811777,Il lungo addio,,Raymond Chandler,Paperback,320,Feltrinelli,2009-02-02,,,,,5,
9788820025410,Guerre Stellari: I campioni della Forza,,Kevin J. Anderson,Paperback,282,Sperling & Kupfer,1997-01,,,,,3,
,I duellanti,,Joseph Conrad,Paperback,95,l'Unità / Edizioni e/o,1997-02-01,,,,,4,
9788806015787,C'era due volte il barone Lamberto,"ovvero, I misteri dell'isola di San Giulio",Gianni Rodari,Paperback,103,Einaudi,1997-01-01,,,,,3,
9788879530880,Nel fango del dio pallone,,Carlo Petrini,Paperback,192,Kaos,2000-01-19,,,,,3,
9788876412882,"Se questo mondo vi sembra spietato, dovreste vedere cosa sono gli altri",The Metz Speech,Philip K. Dick,Others,80,E/O,1996-07,,,,,4,
9788879531276,Lucky Luciano,Intrighi maneggi scandali del padrone del calcio Luciano Moggi,"Mezzala Destra, Ala Sinistra",Paperback,215,Kaos,2003-10-21,,,,,3,
9788871805542,Il calcio in farmacia,"La Juventus e le altre squadre, le inchieste sul doping, i documenti, le testimonianze",Mauro Barletta,Paperback,256,Lindau,2005-01-01,,,,,3,
9788879531023,Il calciatore suicidato,La morte senza verità del centrocampista Donato Bergamini,Carlo Petrini,Paperback,148,Kaos,2001-09-13,,,,,3,
9788878247031,Guerre stellari: La stella di cristallo,Superbestsellers n.549,Vonda N. McIntyre,Others,368,Sperling & Kupfer,1996-01,,,,,3,
9788845410963,Il diario di Bridget Jones,"Chili, amore e sigarette: un anno appassionatamente single",Helen Fielding,Hardcover,320,Sonzogno,1998-04-08,,,,,3,
9788882740573,L'occhio del male,,Stephen King,Mass Market Paperback,320,Sperling & Kupfer,2000-03,,,,,3,
9788807815027,Microservi,,Douglas Coupland,Mass Market Paperback,432,Feltrinelli,1998-04-27,,,,,3,
9788846204530,Ring,"La trilogia di Ring, volume 1",Koji Suzuki,Mass Market Paperback,320,RL Libri,2005-03-02,,,,,3,
9788878246102,Guerre stellari: La tregua di Bakura,,Kathy Tyers,Others,386,Sperling & Kupfer,1996-08,,,,,3,
9788845221347,Schiavi dell'inferno,,Clive Barker,Mass Market Paperback,128,Bompiani,1993-01-01,,,,,4,
9788845224256,Cabal,,Clive Barker,Paperback,458,Bompiani,1994-12-xx,,,,,4,
9788845219726,American Psycho,,Bret Easton Ellis,Mass Market Paperback,444,"Bompiani (I grandi tascabili, 248)",1993-01-01,,,,,4,
9788845220135,Sudario,,Clive Barker,Paperback,240,Bompiani,1993-01-01,,,,,4,
9788845217258,Ectoplasm,,Clive Barker,Paperback,203,Bompiani,1991-04-01,,,,,4,
9788804400103,Il cliente,,John Grisham,Paperback,476,Mondadori,1995-05-02,,,,,3,
9788807700477,Sonno profondo,,Banana Yoshimoto,Paperback,144,Feltrinelli,1994-11-14,,,,,3,
9788806312602,Una giornata di Ivan Denisovic. ­La casa di Matrjona­. Alla stazione,,Aleksandr Solzenicyn,Others,307,Einaudi,1972-01,,,,,3,
9788811667469,Rivelazioni,,Michael Crichton,Paperback,464,Garzanti,1996-02,,,,,3,
9788807700668,Lucertola,,Banana Yoshimoto,Paperback,128,Feltrinelli,1995-11-21,,,,,3,
,"Omero, Iliade",,Alessandro Baricco,Hardcover,168,Mondolibri su licenza Feltrinelli,2005-05-01,,,,,4,
9788804408055,La città della gioia,,Dominique Lapierre,Paperback,488,Mondadori (I Miti),1995-08-xx,,,,,,
9788808154781,Lo Zingarelli 2004,Vocabolario della lingua italiana,Nicola Zingarelli,Hardcover,2176,Zanichelli,2003-08,,,,,,
9788808097354,Il Boch,"Dizionario francese-italiano, italiano-francese",Raoul Boch,Others,2176,Zanichelli,2000-06-xx,,,,,,
9788881832163,Miti e leggende dell'Amazzonia,,Tersilla Gatto Chanu,Paperback,320,Newton Compton Editori,1996-07,,,,,,
9788846202192,Corpi da reato,,James Ellroy,Mass Market Paperback,272,RL Libri,2002-01,,,,,,
9788846200105,La grande fuga dell'Ottobre Rosso,,Tom Clancy,Mass Market Paperback,597,RL Libri - Superpocket 11,1997-03-01,,,,,,
9788846200280,Op-Center,,Tom Clancy,Others,360,RL Libri,1997-08,,,,,,
9788846200143,Le nebbie di Avalon,,Marion Zimmer Bradley,Mass Market Paperback,760,RL Libri,1997-06,,,,,,
9788846200396,L'orma del califfo,,Wilbur Smith,Paperback,420,RL Libri,1997-12,,,,,,
9788846200624,Paddy Clarke ah ah ah!,,Roddy Doyle,Paperback,288,RL Libri,1998-08-xx,,,,,,
9788846202116,La signora di Avalon,,Marion Zimmer Bradley,Others,563,RL Libri,2002-01,,,,,,
9788846202925,La mummia,,Anne Rice,Mass Market Paperback,480,RL Libri,2003-08,,,,,,
9788804127895,Il mastino dei Baskerville,,Arthur Conan Doyle,Paperback,206,Mondadori,1982-01,,,,,4,
,I promessi sposi,,Alessandro Manzoni,Paperback,1110,Sansoni,1985-03-01,,,,,3,
9788804417507,L'uomo della pioggia,,John Grisham,Mass Market Paperback,534,Mondadori,1996-03,,,,,3,
,Angiolo Volpe,,,Paperback,,Centro Arte La Tesoriera,,,,,,4,
9788804408062,Sulla rotta degli squali,,Wilbur Smith,Others,438,Mondadori,1995-07-xx,,,,,3,
,Le carte dell'Informale. Quinto volume,Opere su carta. Italia 1948 - 1962,Adolfo Francesco Carozzi,Paperback,,Rima Editrice,2006-01-01,,,,,3,
9788804436157,Il terzo gemello,,Ken Follett,Paperback,511,Mondadori (I Miti),1997-08-xx,,,,,,
,Mega Salvi Show Book,,Francesco Salvi,Paperback,,Fratelli Vallardi Edizioni,1989-01-01,,,,,3,
9788804409809,Il giorno dello sciacallo,,Frederick Forsyth,Mass Market Paperback,493,Mondadori,1997-01,,,,,3,
9788879831697,L'ospite di Dracula,e altri racconti,Bram Stoker,Mass Market Paperback,100,Newton Compton Editori,1995-01-xx,,,,,3,
9788879832014,L'orrore del mare,,William H. Hodgson,Mass Market Paperback,100,Newton Compton Editori,1995-01-xx,,,,,3,
9788878198685,Intervista col vampiro,Le cronache dei vampiri vol. 1,Anne Rice,Paperback,361,TEA,1995-07-06,,,,,4,
,"La Vita, l'Universo e Tutto Quanto",Urania Classici 209,Douglas Adams,Paperback,190,Mondadori (Urania Classici),1994-08-01,,,,,4,
9788846200136,Il profumo,,Patrick Süskind,Others,259,SuperPocket,1997-01-01,,,,,3,
9788811683117,A sangue freddo,,Truman Capote,Hardcover,391,Garzanti,2005-06-30,,,,,4,
9788845216008,Infernalia,,Clive Barker,Paperback,222,Bompiani (Grandi Tascabili),1990-06-01,,,,,4,
,Ristorante al termine dell'Universo,Urania Classici 200,Douglas Adams,Paperback,190,Mondadori (Urania Classici),1993-11-01,,,,,4,
9788804413530,Guida galattica per gli autostoppisti,,Douglas Adams,Paperback,214,Mondadori,1995-10,,,,,5,
9788804378327,Le pietre magiche di Shannara,,Terry Brooks,Paperback,504,Mondadori (Oscar Bestsellers),1994-01-25,,,,,4,
9788878186941,Stregoneria,,Terry Pratchett,Paperback,226,TEA,2002-09-06,,,,,4,
9788807804595,Il buio oltre la siepe,,Harper Lee,Paperback,292,Feltrinelli,2008-12-01,,,,,5,
9788878182684,L'arte della magia,,Terry Pratchett,Paperback,172,TEA,2000-03-10,,,,,4,
9788804315520,La città del terrore,,Micheal A. Stackpole,Mass Market Paperback,117,Mondadori,1988-11-01,,,,,3,
9788887497045,Conan il ragazzo del futuro,The incredible Tide,Alexander Key,Paperback,192,Kappa Edizioni,1999-01-01,,,,,3,
,"Addio, e grazie per tutto il pesce",Urania Classici 217,Douglas Adams,Paperback,159,Mondadori (Urania Classici),1995-04-01,,,,,5,
,Vampiri,Urania 1347 bis,Steakley John,Paperback,368,Mondadori (Urania - supplemento),1998-11-01,,,,,3,
9788804451396,L.A. Confidential,,James Ellroy,Paperback,508,Mondadori,1998-02-xx,,,,,5,
9788804524007,Fuga dal Natale,,John Grisham,Paperback,153,Mondadori,2003-12-01,,,,,3,
9788804436126,Intensity,,Dean R. Koontz,Mass Market Paperback,377,"Mondadori (I miti, 84)",1997-xx-xx,,,,,3,
9788842913313,Spiral,"La trilogia di Ring, volume 2",Koji Suzuki,Hardcover,349,Nord,2004-06-17,,,,,3,
9788804400110,L'arte di amare,,Erich Fromm,Others,,Mondadori,1995-06,,,,,3,
9781845765316,Zodiac,The Shocking True Story of America's Most Elusive Serial Killer: The Shocking True Story of America's Most Bizarre Mass Murderer,Robert Graysmith,Paperback,384,Titan Books Ltd,2007-03-23,,,,Finished on 2007-08-01,4,
,"Metà R, Metà S",Urania 517,"Kit Reed, Robert Silverberg",Paperback,166,Mondadori (Urania),1969-06-29,,,,,3,
9788846201881,"Che pasticcio, Bridget Jones!",,Helen Fielding,Others,400,RL Libri,2001-07-xx,,,,,3,
9788804320029,Una spada in vendita. La taverna del rospo blu.,Tunnel e Troll,James Wilson,Mass Market Paperback,143,Mondadori,1989-01-01,,,,,2,
9788804407829,Il socio,,John Grisham,Others,511,Mondadori,1995-06-xx,,,,,3,
9788846203083,Il settimo papiro,,Wilbur Smith,Others,560,RL Libri,2004-01-xx,,,,,,
,Non lasciarmi,,Kazuo Ishiguro,Hardcover,291,Mondolibri,2006-06-01,,,,,,
9788846208149,I denti della tigre,,Tom Clancy,Others,460,RL Libri,2005-09-06,,,,,,
9788881833269,"Miti, fiabe e leggende della Transilvania",,,Others,192,Newton Compton Editori,1996-08,,,,,,
9788881835829,Fiabe e leggende della Cina,,,Paperback,290,Newton Compton Editori,1997-12,,,,,,
9788885859050,Demoni e mostri del Giappone,,,Paperback,295,Arcana,2001-01-26,,,,,,
9788881832491,Miti e leggende degli indiani D'America,,Giovanni Pizza,Paperback,251,Newton Compton Editori,1996-01-xx,,,,,,
9788881834815,Miti e leggende nordiche,,Salvatore Tufano,Others,224,Newton Compton Editori,1996-01,,,,,,
9788807813450,Poesia degli ultimi americani,Testo originale a fronte,,Others,378,Feltrinelli,2007-04-30,,,,,,
9788804414445,Trentaquattro poesie d'amore,,Nazim Hikmet,Mass Market Paperback,67,Mondadori,1995-12,,,,,,
9788804419105,"O capitano, mio capitano!",19 poesie,Walt Whitman,Paperback,68,Mondadori,1996-03,,,,,,
9788804414889,Poesie,,Saffo,Paperback,69,Mondadori,1995-12,,,,,,
9788879838948,Tutti i cicli fantastici vol. 5,"I cicli di Kull di Valusia, di James Allison, di Cthulhu e di Almuric",Robert E. Howard,Mass Market Paperback,400,Newton Compton Editori,1996-01,,,,,,
9788879838757,Tutti i cicli fantastici vol. 4,I cicli di Solomon Kane e di Kirby Buchner,Robert E. Howard,Paperback,352,Newton Compton Editori,1995-10-xx,,,,,,
9788879839389,Tutti i cicli fantastici vol. 3,I cicli Celta e di Faccia di Teschio,Robert E. Howard,Mass Market Paperback,270,Newton Compton Editori,1996-01,,,,,,
9788879839396,Tutti i cicli fantastici vol. 2,Il ciclo di Conan Tomo II,Robert E. Howard,Others,480,Newton Compton Editori,1996-01,,,,,,
9788879838740,Tutti i cicli fantastici vol. 1,Il ciclo di Conan Tomo I,Robert E. Howard,Others,300,Newton Compton Editori,1995-10,,,,,,
9788820327385,Le immagini digitali,,"Marco Geddo, Roberto Marangoni",Others,312,Hoepli,2000-09,,,,,,
9788804424581,Il potere assoluto,,David Baldacci,Mass Market Paperback,520,Mondadori,1997-01,,,,,,
9788804431008,Topolino & Paperino,,Gianbattista Carpi,Others,336,Mondadori,1997-03,,,,,,
9788804432630,Anche le formiche nel loro piccolo s'incazzano,Opera omnia (Volumi I-V),Gino & Michele,Mass Market Paperback,460,Mondadori,1997-08,,,,,,
9788804436164,La lista di Schindler,,Thomas Keneally,Others,459,Mondadori,1997-08,,,,,,
9788804436188,Odissea,,Omero,Mass Market Paperback,476,Mondadori,1997-08,,,,,,
9788804507994,Pura vita,,Andrea De Carlo,Hardcover,348,Mondadori,2002-07,,,,,,
9788804529187,Ti prendo e ti porto via,,Niccolò Ammaniti,Paperback,458,Mondadori,2004-11-02,,,,,,
9788804498612,American Tabloid,,James Ellroy,Paperback,747,Mondadori,2001-05,,,,,,
,L'invasione degli ultracorpi,,Jack Finney,Paperback,,Lanterna Magica,1976-02-05,,,,,3,
9788804447078,Quel che rimane,,Patricia Cornwell,Paperback,431,I Miti Mondadori,1998-01-01,,,,,,
9788804453093,Iliade,,Omero,Mass Market Paperback,514,Mondadori,1998-10,,,,,,
,Anteo Stories,,AA. VV.,Paperback,,Editrice Il Castoro,1997-12-01,,,,,,
9788878186965,Morty l'apprendista,Romanzo,Terry Pratchett,Mass Market Paperback,210,TEA,2002-04-19,,,,,5,
9788882741297,Il Miglio Verde,,Stephen King,Paperback,552,Sperling & Kupfer,2000-01-01,,,,,3,
,La Bibbia di Gerusalemme,Antico Testamento - Pentateuco I,Gianfranco Ravasi,Hardcover,,RCS,2006-09-01,,,,,,
9788807701436,La piccola ombra,,Banana Yoshimoto,Paperback,102,Feltrinelli,2002-09-02,,,,,,
9788811997351,Racconti di Pietroburgo,,Nikolaj Gogol,Paperback,70,Garzanti,1998-09-01,,,,,,
9788806157166,Sotto la pelle,,Michel Faber,Paperback,268,"Einaudi (ET. Stile libero big, 1246)",2004-06-xx,,,,,,
,Il re dei torti,,John Grisham,Hardcover,340,Mondolibri,2003-06-01,,,,,,
9788807701177,Honeymoon,,Banana Yoshimoto,Paperback,112,Feltrinelli,2000-04-03,,,,,,
9788845404948,Imagica,,Clive Barker,Hardcover,1006,Sonzogno,2000-01,,,,,,
9788818121834,Antologia di J.R.R. Tolkien,,John R. R. Tolkien,Paperback,434,Rusconi Libri,1992-01,,,,,,
9780441008612,Good Omens,,"Terry Pratchett, Neil Gaiman",Paperback,368,Ace Trade,2001-12-01,,,,,,
9780552128483,The Light Fantastic,"Discworld, Book 2",Terry Pratchett,Paperback,216,Corgi Adult,1986-01-01,,,,,,
9788811587767,Racconti dispersi,,Carlo Emilio Gadda,Mass Market Paperback,112,Garzanti,1996-01-01,,,,,,
9788847900165,Racconti,,Rudyard Kipling,Paperback,133,Garzanti,1998-01-01,,,,,,
9788842801160,Lettera a Hitler,,Louis Golding,Others,42,Il Saggiatore,1993-08,,,,,,
9788887497496,La strega grigia,Cronaca della guerra di Lodoss vol. 1,Ryou Mizuno,Paperback,256,Kappa Edizioni,2001-10-26,,,,,,
9788887497977,"Kiki, consegne a domicilio",Kiki's Delivery Service,Eiko Kadono,Paperback,176,Kappa Edizioni,2003-02-21,,,,,,
9788887497007,Video Girl Ai,,"Masakazu Katsura, Sukehiro Tomito",Paperback,192,Kappa Edizioni,2002-07-26,,,,,,
9788818123692,Il Signore degli Anelli,Trilogia,John R. R. Tolkien,Paperback,1366,Rusconi,1977-01-xx,,,,,4,
9788804403517,La macchina della realtà,,"William Gibson, Bruce Sterling",Paperback,406,Mondadori,1995-06-20,,,,,,
9788804406143,Tre Romanzi Cyber,,William Gibson,Others,805,Mondadori,1995-06,,,,,,
9788834709252,In senso inverso,,Philip K. Dick,Paperback,252,Fanucci,2003-01-01,,,,,,
9788879721042,La profezia di Celestino,,James Redfield,Paperback,256,Corbaccio,1994-08-24,,,,,,
9788878196322,Formiche,,Bernard Werber,Others,320,TEA,1995-03,,,,,,
9788804339991,Gremlins,,Steven Spielberg,Others,96,Mondadori,1990-12,,,,,,
,Gli uomini della cometa,Urania 29,Jack Williamson,Paperback,160,Mondadori (Urania),1953-12-10,,,,,,
,Gli schiavi degli abissi,Urania 214,Kenneth Bulmer,Paperback,,Mondadori (Urania),1959-10-11,,,,,,
,Millemondi Estate 1998: Fantasex,Urania Millemondi 15,"P. Kettridge Jr., Pat Murphy, Geoff Ryman, Ed Bryant, Rick Wilber, K. W. Jeter, Michaela Roessner, Leigh Kennedy, Pat Cadigan, Richard Matheson, Harlan Ellison, Larry Niven, Lisa Tuttle, Lewis Shiner, Connie Willis, Philip Jose Farmer, Scott Baker, Roberta Lannes, James Tiptree Jr., Bruce McAllister",Paperback,352,A. Mondadori (Urania),1998-06-xx,,,,,,
,Follia per sette clan,Urania 1344,Philip K. Dick,Paperback,252,A. Mondadori (Urania),1998-09-13,,,,,,
,Il terrore dalla sesta luna,Urania 5,Robert A. Heinlein,Paperback,160,A. Mondadori (Urania),1952-12-10,,,,,,
,L'ora di ottanta minuti,Urania 1311,Brian Aldiss,Paperback,316,Mondadori (Urania),1997-06-08,,,,,,
,Lord Darcy / 1,Urania 1531,Randall Garrett,Paperback,380,A. Mondadori (Urania),2008-02-01,,,,,,
,I mercanti dello spazio,Urania Collezione 012,"C.M. Kornbluth, Frederik Pohl",Paperback,220,Mondadori (Urania Collezione),2004-01-01,,,,,,
,Mirrorshades,Urania Collezione 009,"William Gibson, Greg Bear, Marc Laidlaw, John Shirley, Paul Di Filippo, Tom Maddox, Lewis Shiner, James Patrick Kelly, Pat Cadigan, Rudy Rucker, Bruce Sterling",Paperback,360,Mondadori (Urania Collezione),2003-10-01,,,,,,
,La città e le stelle,Urania 158,Arthur C. Clarke,Paperback,128,Mondadori (Urania),1957-08-15,,,,,,
,Vendetta,La vera storia della caccia ai terroristi delle Olimpiadi di Monaco 1972,George Jonas,Hardcover,480,Mondolibri,2007-03-01,,,,,,
9788804413554,La spada di Shannara,,Terry Brooks,Paperback,516,Mondadori (I Miti 6),1995-10-xx,,,,,3,
,Relic,,"Douglas Preston, Lincoln Child",Paperback,378,Rizzoli (BUR) - Corriere della Sera,1998-07-01,,,,,,
9788804408826,Il silenzio degli innocenti,,Thomas Harris,Mass Market Paperback,446,Mondadori,1995-08,,,,,4,
9788878182691,La luce fantastica,,Terry Pratchett,Paperback,173,TEA,1999-06-18,,,,,4,
9788834705636,Star Trek: Invasione - Libro I,TOS: Primo attacco,Diane Carey,Others,314,Fanucci,1997-01-01,,,,,3,
,Orzowei,,Alberto Manzi,Paperback,,Bompiani,1978-12-01,,,,,,
9788804403043,Abissi d'acciaio,,Isaac Asimov,Mass Market Paperback,266,Mondadori,1995-10-06,,,,,,
,"Dolce, cara Audrina",,Virginia Andrews,Hardcover,,Fabbri Editori,1995-01-01,,,,,,
